Fiscal year,Profit Centre,Product Group Name,General Ledger code,General Ledger Name/Income Type,Country,Country Name,Invoice Currency,Amount Invoice Currency ,GBP Equivalent,Quantity,Region,Aa Country,Profit Center &Product,Profit Center &Income type,Invoiced/Quantity
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BG,Bulgaria,GBP,-496,-496,0,Europe,BG Bulgaria,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BH,Bahrain,GBP,"-8,243",-8243,0,Middle East & North Africa,BH Bahrain,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BJ,Benin,GBP,-162,-162,0,Sub-Saharan Africa,BJ Benin,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BM,Bermuda,GBP,-21,-21,0,North America,BM Bermuda,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BN,Brunei Daruss.,GBP,"-8,996",-8996,0,Southeast Asia & Pacific,BN Brunei Daruss.,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BR,Brazil,USD,-15,-12,0,Latin America,BR Brazil,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BS,Bahamas,GBP,-439,-439,0,Latin America,BS Bahamas,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,BW,Botswana,GBP,"-1,129",-1129,0,Sub-Saharan Africa,BW Botswana,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CH,Switzerland,GBP,"-1,343",-1343,0,Europe,CH Switzerland,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CI,Cote d'Ivoire,GBP,-492,-492,0,Sub-Saharan Africa,CI Cote d'Ivoire,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CL,Chile,USD,-793,-648,0,Latin America,CL Chile,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CM,Cameroon,GBP,-620,-620,0,Sub-Saharan Africa,CM Cameroon,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CN,China,USD,"-574,774",-469519,0,East Asia,CN China,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CO,Colombia,USD,-619,-500,0,Latin America,CO Colombia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CY,Cyprus,EUR,"-8,479",-7598,0,Europe,CY Cyprus,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,CZ,Czech Republic,GBP,"-1,057",-1057,0,Europe,CZ Czech Republic,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,DE,Germany,EUR,-751,-670,0,Europe,DE Germany,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,DK,Denmark,GBP,-352,-352,0,Europe,DK Denmark,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,DZ,Algeria,GBP,-106,-106,0,Middle East & North Africa,DZ Algeria,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,EG,Egypt,GBP,"-39,275",-39275,0,Middle East & North Africa,EG Egypt,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ES,Spain,EUR,"-44,548",-39758,0,Europe,ES Spain,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ET,Ethiopia,GBP,-787,-787,0,Sub-Saharan Africa,ET Ethiopia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,FI,Finland,EUR,-10,-9,0,Europe,FI Finland,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,FR,France,EUR,"-2,942",-2626,0,Europe,FR France,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GB,United Kingdom,GBP,"-44,478",-44478,0,Europe,GB United Kingdom,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GD,Grenada,GBP,-30,-30,0,Latin America,GD Grenada,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GE,Georgia,GBP,-125,-125,0,Europe,GE Georgia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GH,Ghana,GBP,"-9,099",-9099,0,Sub-Saharan Africa,GH Ghana,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GI,Gibraltar,GBP,-682,-682,0,Europe,GI Gibraltar,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GM,Gambia,GBP,-909,-909,0,Sub-Saharan Africa,GM Gambia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GR,Greece,EUR,-963,-860,0,Europe,GR Greece,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,GY,Guyana,GBP,"-2,909",-2909,0,Latin America,GY Guyana,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,HK,Hong Kong,GBP,"-2,970",-2970,0,East Asia,HK Hong Kong,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,HK,Hong Kong,USD,-261,-213,0,East Asia,HK Hong Kong,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,HR,Croatia,GBP,-44,-44,0,Europe,HR Croatia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,HU,Hungary,GBP,-334,-334,0,Europe,HU Hungary,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ID,Indonesia,GBP,"-31,498",-31498,0,Southeast Asia & Pacific,ID Indonesia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,IE,Ireland,EUR,-61,-55,0,Europe,IE Ireland,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,IM,Isle of Man,GBP,"-4,967",-4967,0,Europe,IM Isle of Man,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,IN,India,GBP,"-44,315",-44315,0,South Asia,IN India,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,IQ,Iraq,GBP,-994,-994,0,Middle East & North Africa,IQ Iraq,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,IR,Iran,GBP,-599,-599,0,Middle East & North Africa,IR Iran,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,IT,Italy,EUR,"-3,961",-3535,0,Europe,IT Italy,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,JO,Jordan,GBP,"-5,959",-5959,0,Middle East & North Africa,JO Jordan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,JP,Japan,GBP,-198,-198,0,East Asia,JP Japan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KE,Kenya,GBP,"-13,189",-13189,0,Sub-Saharan Africa,KE Kenya,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KG,Kyrgyzstan,GBP,-154,-154,0,Europe,KG Kyrgyzstan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KH,Cambodia,GBP,"-3,673",-3673,0,Southeast Asia & Pacific,KH Cambodia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KR,South Korea,GBP,-184,-184,0,East Asia,KR South Korea,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KW,Kuwait,GBP,"-5,522",-5522,0,Middle East & North Africa,KW Kuwait,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KY,Cayman Islands,GBP,"-3,364",-3364,0,Latin America,KY Cayman Islands,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,KZ,Kazakhstan,GBP,-697,-697,0,Europe,KZ Kazakhstan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,LA,Laos,GBP,-839,-839,0,Southeast Asia & Pacific,LA Laos,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,LB,Lebanon,GBP,-32,-32,0,Middle East & North Africa,LB Lebanon,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,LK,Sri Lanka,GBP,"-12,189",-12189,0,South Asia,LK Sri Lanka,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,LT,Lithuania,GBP,-339,-339,0,Europe,LT Lithuania,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,LU,Luxembourg,EUR,"-5,904",-5269,0,Europe,LU Luxembourg,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,LV,Latvia,EUR,"-1,007",-899,0,Europe,LV Latvia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MA,Morocco,GBP,-693,-693,0,Middle East & North Africa,MA Morocco,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ME,Montenegro,GBP,-20,-20,0,Europe,ME Montenegro,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MM,Burma,GBP,"-2,352",-2352,0,Southeast Asia & Pacific,MM Burma,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MN,Mongolia,GBP,"-2,290",-2290,0,East Asia,MN Mongolia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MO,Macau,GBP,"-1,917",-1917,0,East Asia,MO Macau,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MT,Malta,EUR,-64,-57,0,Europe,MT Malta,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MU,Mauritius,GBP,-603,-603,0,Sub-Saharan Africa,MU Mauritius,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MW,Malawi,GBP,"-3,065",-3065,0,Sub-Saharan Africa,MW Malawi,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MX,Mexico,USD,"-1,969",-1608,0,Latin America,MX Mexico,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MY,Malaysia,GBP,"-85,539",-85539,0,Southeast Asia & Pacific,MY Malaysia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,MZ,Mozambique,GBP,-489,-489,0,Sub-Saharan Africa,MZ Mozambique,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,NA,Namibia,GBP,-9,-9,0,Sub-Saharan Africa,NA Namibia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,NG,Nigeria,GBP,"-9,020",-9020,0,Sub-Saharan Africa,NG Nigeria,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,NL,Netherlands,EUR,"-8,069",-7202,0,Europe,NL Netherlands,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,NP,Nepal,GBP,"-34,101",-34101,0,South Asia,NP Nepal,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,NZ,New Zealand,GBP,-955,-955,0,Southeast Asia & Pacific,NZ New Zealand,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,OM,Oman,GBP,"-3,885",-3885,0,Middle East & North Africa,OM Oman,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PA,Panama,USD,-58,-48,0,Latin America,PA Panama,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PE,Peru,USD,-68,-55,0,Latin America,PE Peru,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PH,Philippines,GBP,"-1,188",-1188,0,Southeast Asia & Pacific,PH Philippines,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PK,Pakistan,GBP,"-396,963",-396963,0,Pakistan,PK Pakistan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PL,Poland,GBP,-629,-629,0,Europe,PL Poland,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PS,Palestine,GBP,-699,-699,0,Middle East & North Africa,PS Palestine,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,PT,Portugal,EUR,"-17,342",-15477,0,Europe,PT Portugal,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,QA,Qatar,GBP,"-22,321",-22321,0,Middle East & North Africa,QA Qatar,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,RO,Romania,GBP,"-5,770",-5770,0,Europe,RO Romania,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,RS,Serbia,GBP,"-5,036",-5036,0,Europe,RS Serbia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,RU,Russian Fed.,GBP,"-1,223",-1223,0,Europe,RU Russian Fed.,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,RW,Rwanda,GBP,-786,-786,0,Sub-Saharan Africa,RW Rwanda,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SA,Saudi Arabia,GBP,"-47,865",-47865,0,Middle East & North Africa,SA Saudi Arabia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SC,Seychelles,GBP,"-1,079",-1079,0,Sub-Saharan Africa,SC Seychelles,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SD,Sudan,GBP,-22,-22,0,Sub-Saharan Africa,SD Sudan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SE,Sweden,GBP,-18,-18,0,Europe,SE Sweden,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SG,Singapore,GBP,"-1,667",-1667,0,Southeast Asia & Pacific,SG Singapore,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SH,Saint Helena,GBP,-83,-83,0,Sub-Saharan Africa,SH Saint Helena,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SI,Slovenia,EUR,-824,-735,0,Europe,SI Slovenia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SK,Slovakia,EUR,"-1,075",-960,0,Europe,SK Slovakia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,SY,Syria,GBP,"-1,389",-1389,0,Middle East & North Africa,SY Syria,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TC,Turksh Caicosin,GBP,-439,-439,0,Latin America,TC Turksh Caicosin,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TH,Thailand,GBP,"-13,643",-13643,0,Southeast Asia & Pacific,TH Thailand,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TN,Tunisia,GBP,-32,-32,0,Middle East & North Africa,TN Tunisia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TR,Turkey,GBP,"-3,527",-3527,0,Europe,TR Turkey,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TT,"Trinidad,Tobago",GBP,-685,-685,0,Latin America,"TT Trinidad,Tobago",C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TW,Taiwan,GBP,-133,-133,0,East Asia,TW Taiwan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,TZ,Tanzania,GBP,"-10,529",-10529,0,Sub-Saharan Africa,TZ Tanzania,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,UG,Uganda,GBP,"-5,262",-5262,0,Sub-Saharan Africa,UG Uganda,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,US,USA,USD,"-1,379,711",-1127212,0,North America,US USA,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,UY,Uruguay,USD,-38,-31,0,Latin America,UY Uruguay,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,UZ,Uzbekistan,GBP,-20,-20,0,Europe,UZ Uzbekistan,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,VN,Vietnam,USD,"-14,618",-11933,0,Southeast Asia & Pacific,VN Vietnam,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ZA,South Africa,GBP,"-4,675",-4675,0,Sub-Saharan Africa,ZA South Africa,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ZM,Zambia,GBP,"-2,019",-2019,0,Sub-Saharan Africa,ZM Zambia,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C003,A and AS LEVEL,191500,Discounts Allowed,ZW,Zimbabwe,GBP,"-1,208",-1208,0,Sub-Saharan Africa,ZW Zimbabwe,C003-A and AS LEVEL,C003-Discounts Allowed,
2020,C004,PRE-U,102000,Subject Fees,GB,United Kingdom,GBP,"1,151,937",1151937,7423,Europe,GB United Kingdom,C004-PRE-U,C004-Subject Fees,155
2020,C004,PRE-U,102000,Subject Fees,LK,Sri Lanka,GBP,"1,173",1173,10,South Asia,LK Sri Lanka,C004-PRE-U,C004-Subject Fees,117
2020,C004,PRE-U,102000,Subject Fees,NZ,New Zealand,GBP,"2,983",2983,22,Southeast Asia & Pacific,NZ New Zealand,C004-PRE-U,C004-Subject Fees,136
2020,C004,PRE-U,102000,Subject Fees,PK,Pakistan,GBP,"2,362",2362,19,Pakistan,PK Pakistan,C004-PRE-U,C004-Subject Fees,124
2020,C004,PRE-U,191500,Discounts Allowed,GB,United Kingdom,GBP,"-115,231",-115231,0,Europe,GB United Kingdom,C004-PRE-U,C004-Discounts Allowed,
2020,C004,PRE-U,191500,Discounts Allowed,LK,Sri Lanka,GBP,-89,-89,0,South Asia,LK Sri Lanka,C004-PRE-U,C004-Discounts Allowed,
2020,C004,PRE-U,191500,Discounts Allowed,NZ,New Zealand,GBP,-298,-298,0,Southeast Asia & Pacific,NZ New Zealand,C004-PRE-U,C004-Discounts Allowed,
2020,C004,PRE-U,191500,Discounts Allowed,PK,Pakistan,GBP,-236,-236,0,Pakistan,PK Pakistan,C004-PRE-U,C004-Discounts Allowed,
2020,C005,H LEVEL,102000,Subject Fees,SG,Singapore,GBP,"3,631,477",3631477,66588,Southeast Asia & Pacific,SG Singapore,C005-H LEVEL,C005-Subject Fees,55
2020,C006,IGCSE,102000,Subject Fees,AE,Utd.Arab Emir.,GBP,"2,514,145",2514145,35567,Middle East & North Africa,AE Utd.Arab Emir.,C006-IGCSE,C006-Subject Fees,71
2020,C006,IGCSE,102000,Subject Fees,AF,Afghanistan,GBP,267,267,5,South Asia,AF Afghanistan,C006-IGCSE,C006-Subject Fees,53
2020,C006,IGCSE,102000,Subject Fees,AL,Albania,GBP,"5,317",5317,100,Europe,AL Albania,C006-IGCSE,C006-Subject Fees,53
2020,C006,IGCSE,102000,Subject Fees,AM,Armenia,GBP,"3,103",3103,51,Europe,AM Armenia,C006-IGCSE,C006-Subject Fees,61
2020,C006,IGCSE,102000,Subject Fees,AN,Dutch Antilles,EUR,0,0,0,Latin America,AN Dutch Antilles,C006-IGCSE,C006-Subject Fees,
2020,C006,IGCSE,102000,Subject Fees,AN,Dutch Antilles,GBP,"10,853",10853,181,Latin America,AN Dutch Antilles,C006-IGCSE,C006-Subject Fees,60
2020,C006,IGCSE,102000,Subject Fees,AO,Angola,GBP,"4,907",4907,127,Sub-Saharan Africa,AO Angola,C006-IGCSE,C006-Subject Fees,39
2020,C006,IGCSE,102000,Subject Fees,AR,Argentina,USD,"1,862,916",1529365,20984,Latin America,AR Argentina,C006-IGCSE,C006-Subject Fees,89
2020,C006,IGCSE,102000,Subject Fees,AU,Australia,GBP,"33,524",33524,576,Southeast Asia & Pacific,AU Australia,C006-IGCSE,C006-Subject Fees,58
2020,C006,IGCSE,102000,Subject Fees,AZ,Azerbaijan,GBP,"54,774",54774,885,Europe,AZ Azerbaijan,C006-IGCSE,C006-Subject Fees,62
2020,C006,IGCSE,102000,Subject Fees,BA,Bosnia-Herz.,GBP,"22,754",22754,374,Europe,BA Bosnia-Herz.,C006-IGCSE,C006-Subject Fees,61
2020,C006,IGCSE,102000,Subject Fees,BB,Barbados,GBP,0,0,0,Latin America,BB Barbados,C006-IGCSE,C006-Subject Fees,
2020,C006,IGCSE,102000,Subject Fees,BD,Bangladesh,GBP,"120,064",120064,2255,South Asia,BD Bangladesh,C006-IGCSE,C006-Subject Fees,53
2020,C006,IGCSE,102000,Subject Fees,BE,Belgium,EUR,"59,777",49864,641,Europe,BE Belgium,C006-IGCSE,C006-Subject Fees,93
2020,C006,IGCSE,102000,Subject Fees,BG,Bulgaria,GBP,"13,087",13087,220,Europe,BG Bulgaria,C006-IGCSE,C006-Subject Fees,60
2020,C006,IGCSE,102000,Subject Fees,BH,Bahrain,GBP,"293,708",293708,4160,Middle East & North Africa,BH Bahrain,C006-IGCSE,C006-Subject Fees,71
2020,C006,IGCSE,102000,Subject Fees,BJ,Benin,GBP,"4,397",4397,113,Sub-Saharan Africa,BJ Benin,C006-IGCSE,C006-Subject Fees,39
2020,C006,IGCSE,102000,Subject Fees,BM,Bermuda,GBP,"103,099",103099,1701,North America,BM Bermuda,C006-IGCSE,C006-Subject Fees,61
2020,C006,IGCSE,102000,Subject Fees,BN,Brunei Daruss.,GBP,"438,463",438463,7186,Southeast Asia & Pacific,BN Brunei Daruss.,C006-IGCSE,C006-Subject Fees,61
2020,C006,IGCSE,102000,Subject Fees,BO,Bolivia,USD,"38,197",31982,432,Latin America,BO Bolivia,C006-IGCSE,C006-Subject Fees,88
2020,C006,IGCSE,102000,Subject Fees,BR,Brazil,USD,"207,876",165297,2244,Latin America,BR Brazil,C006-IGCSE,C006-Subject Fees,93
2020,C006,IGCSE,102000,Subject Fees,BS,Bahamas,GBP,"9,199",9199,153,Latin America,BS Bahamas,C006-IGCSE,C006-Subject Fees,60
2020,C006,IGCSE,102000,Subject Fees,BW,Botswana,GBP,"448,020",448020,11427,Sub-Saharan Africa,BW Botswana,C006-IGCSE,C006-Subject Fees,39
2020,C006,IGCSE,102000,Subject Fees,CA,Canada,GBP,183,183,3,North America,CA Canada,C006-IGCSE,C006-Subject Fees,61
2020,C006,IGCSE,102000,Subject Fees,CH,Switzerland,GBP,"191,682",191682,3060,Europe,CH Switzerland,C006-IGCSE,C006-Subject Fees,63
2020,C006,IGCSE,102000,Subject Fees,CI,Cote d'Ivoire,GBP,"12,498",12498,323,Sub-Saharan Africa,CI Cote d'Ivoire,C006-IGCSE,C006-Subject Fees,39
2020,C006,IGCSE,102000,Subject Fees,CL,Chile,USD,"43,945",33121,497,Latin America,CL Chile,C006-IGCSE,C006-Subject Fees,88
2020,C006,IGCSE,102000,Subject Fees,CM,Cameroon,GBP,"19,494",19494,493,Sub-Saharan Africa,CM Cameroon,C006-IGCSE,C006-Subject Fees,40
2020,C006,IGCSE,102000,Subject Fees,CN,China,USD,"6,062,300",4873986,49698,East Asia,CN China,C006-IGCSE,C006-Subject Fees,122
2020,C006,IGCSE,102000,Subject Fees,CO,Colombia,USD,"269,072",205570,2930,Latin America,CO Colombia,C006-IGCSE,C006-Subject Fees,92
2020,C006,IGCSE,102000,Subject Fees,CR,Costa Rica,USD,"43,679",35897,494,Latin America,CR Costa Rica,C006-IGCSE,C006-Subject Fees,88
2020,C006,IGCSE,102000,Subject Fees,CU,Cuba,GBP,"9,369",9369,137,Latin America,CU Cuba,C006-IGCSE,C006-Subject Fees,68
2020,C006,IGCSE,102000,Subject Fees,CY,Cyprus,EUR,"322,207",262587,3631,Europe,CY Cyprus,C006-IGCSE,C006-Subject Fees,89
2020,C006,IGCSE,102000,Subject Fees,CZ,Czech Republic,GBP,"84,373",84373,1383,Europe,CZ Czech Republic,C006-IGCSE,C006-Subject Fees,61
2020,C006,IGCSE,102000,Subject Fees,DE,Germany,EUR,"492,974",411769,5240,Europe,DE Germany,C006-IGCSE,C006-Subject Fees,94
2020,C006,IGCSE,102000,Subject Fees,DK,Denmark,GBP,"201,368",201368,3281,Europe,DK Denmark,C006-IGCSE,C006-Subject Fees,61
